school_id,school_name,postcode,borough,school_type,centroid_latitude,centroid_longitude
100000,The Aldgate School,EC3A 5DE,City of London,Primary,51.51366,-0.07746
100008,Argyle Primary School,WC1H 9EG,Camden,Primary,51.52875,-0.124012
100009,West Hampstead Primary School,NW6 1QL,Camden,Primary,51.55069,-0.200162
100010,Brecknock Primary School,NW1 9AL,Camden,Primary,51.54748,-0.127871
100011,Brookfield Primary School,N19 5DH,Camden,Primary,51.56333,-0.145111
100013,Edith Neville Primary School,NW1 1HQ,Camden,Primary,51.53238,-0.130639
100014,Fleet Primary School,NW3 2QT,Camden,Primary,51.55344,-0.160847
100015,Hawley Primary School,NW1 8RP,Camden,Primary,51.54272,-0.143829
100018,Netley Primary School,NW1 3EX,Camden,Primary,51.52771,-0.14059
100019,New End Primary School,NW3 1HU,Camden,Primary,51.55814,-0.176512
100020,Primrose Hill School,NW1 8JL,Camden,Primary,51.53917,-0.151775
100021,Rhyl Community Primary School,NW5 3HB,Camden,Primary,51.54772,-0.150563
100022,Richard Cobden Primary School,NW1 0LL,Camden,Primary,51.53559,-0.13639
100023,Torriano Primary School,NW5 2SJ,Camden,Primary,51.54967,-0.132815
100025,Gospel Oak Primary School,NW3 2JB,Camden,Primary,51.55464,-0.152864
100026,Fitzjohn's Primary School,NW3 6NP,Camden,Primary,51.5534,-0.175836
100027,Eleanor Palmer Primary School,NW5 2JA,Camden,Primary,51.55437,-0.13907
100028,"Christ Church Primary School, Hampstead",NW3 1JH,Camden,Primary,51.55926,-0.176597
100029,Christ Church School,NW1 4BD,Camden,Primary,51.53077,-0.144344
100030,Emmanuel Church of England Primary School,NW6 1TF,Camden,Primary,51.55184,-0.194549
100031,Hampstead Parochial Church of England Primary School,NW3 6TX,Camden,Primary,51.55644,-0.179003
100032,"Holy Trinity CofE Primary School, NW3",NW3 5SQ,Camden,Primary,51.54609,-0.177772
100033,"Holy Trinity and Saint Silas CofE Primary School, NW1",NW1 8DE,Camden,Primary,51.54455,-0.145197
100034,Kentish Town Church of England Primary School,NW5 2TU,Camden,Primary,51.54972,-0.139246
100035,Rosary Catholic Primary School,NW3 2AE,Camden,Primary,51.55162,-0.166055
100036,St Alban's Church of England Primary School,EC1N 7SD,Camden,Primary,51.52017,-0.111146
100040,St George the Martyr Church of England Primary School,WC1N 2NX,Camden,Primary,51.522,-0.116231
100041,St Josephs Catholic Primary School,WC2B 5NA,Camden,Primary,51.51619,-0.121833
100042,St Mary's Kilburn Church of England Primary School,NW6 4PG,Camden,Primary,51.54037,-0.19333
100043,St Mary and St Pancras Church of England Primary School,NW1 1QP,Camden,Primary,51.53172,-0.133781
100045,St Patrick's Catholic Primary School,NW5 3AH,Camden,Primary,51.5492,-0.142786
100046,St Paul's Church of England Primary School,NW3 3DS,Camden,Primary,51.54139,-0.163712
100047,St Eugene de Mazenod Roman Catholic Primary School,NW6 4LS,Camden,Primary,51.54097,-0.193725
100048,Our Lady Roman Catholic Primary School,NW1 0DP,Camden,Primary,51.53887,-0.137453
100049,Haverstock School,NW3 2BQ,Camden,Secondary,51.54479,-0.153999
100050,Parliament Hill School,NW5 1RL,Camden,Secondary,51.55845,-0.149623
100051,Regent High School,NW1 1RX,Camden,Secondary,51.53278,-0.132944
100052,Hampstead School,NW2 3RT,Camden,Secondary,51.55561,-0.207022
100053,Acland Burghley School,NW5 1UJ,Camden,Secondary,51.55742,-0.139624
100054,The Camden School for Girls,NW5 2DB,Camden,Secondary,51.54599,-0.134667
100055,Maria Fidelis Catholic School FCJ,NW1 1LY,Camden,Secondary,51.52979,-0.133225
100056,William Ellis School,NW5 1RN,Camden,Secondary,51.5587,-0.150262
100059,La Sainte Union Catholic Secondary School,NW5 1RP,Camden,Secondary,51.56,-0.149416
100218,Berger Primary School,E9 6HB,Hackney,Primary,51.54649,-0.04511
100223,Daubeney Primary School,E5 0EG,Hackney,Primary,51.55236,-0.037848
100225,Gainsborough Primary School,E9 5ND,Hackney,Primary,51.54615,-0.025466
100229,Lauriston School,E9 7JS,Hackney,Primary,51.53688,-0.046848
100230,London Fields Primary School,E8 3RL,Hackney,Primary,51.53751,-0.059006
100231,Millfields Community School,E5 0SH,Hackney,Primary,51.55587,-0.05094
100232,Morningside Primary School,E9 6LL,Hackney,Primary,51.5465,-0.050258
100234,Orchard Primary School,E9 7BB,Hackney,Primary,51.54085,-0.049029
100235,Queensbridge Primary School,E8 4ET,Hackney,Primary,51.53929,-0.071722
100239,Princess May Primary School,N16 8DF,Hackney,Primary,51.55278,-0.077412
100240,Sebright School,E2 8QH,Hackney,Primary,51.53337,-0.065455
100241,Shacklewell Primary School,E8 2EA,Hackney,Primary,51.55283,-0.071496
100242,Southwold Primary School,E5 9NL,Hackney,Primary,51.56344,-0.053603
100243,Thomas Fairchild Community School,N1 7HA,Hackney,Primary,51.53347,-0.091678
100245,Shoreditch Park Primary School,N1 5JN,Hackney,Primary,51.53502,-0.085831
100248,Woodberry Down Community Primary School,N4 1SY,Hackney,Primary,51.57315,-0.090984
100250,Kingsmead Primary School,E9 5PP,Hackney,Primary,51.55383,-0.034986
100252,Grasmere Primary School,N16 9PD,Hackney,Primary,51.55553,-0.083874
100253,Jubilee Primary School,N16 6NR,Hackney,Primary,51.56607,-0.065915
100254,Nightingale Primary School,E5 8NA,Hackney,Primary,51.55598,-0.060774
100256,Harrington Hill Primary School,E5 9JG,Hackney,Primary,51.56667,-0.054418
100257,Holmleigh Primary School,N16 5ED,Hackney,Primary,51.5708,-0.081415
100258,Grazebrook Primary School,N16 0QP,Hackney,Primary,51.5642,-0.083106
100259,Parkwood Primary School,N4 2HQ,Hackney,Primary,51.56507,-0.099287
100260,Benthal Primary School,N16 7AU,Hackney,Primary,51.5583,-0.065162
100261,Mandeville Primary School,E5 0BT,Hackney,Primary,51.55714,-0.040325
100263,Holy Trinity Church of England Primary School,E8 3DY,Hackney,Primary,51.54469,-0.074003
100264,Our Lady and St Joseph Catholic Primary School,N1 4JB,Hackney,Primary,51.54494,-0.08041
100266,St John the Baptist Voluntary Aided Church of England Primary School,N1 6JG,Hackney,Primary,51.53087,-0.083958
100267,St Matthias Church of England Primary School,N16 8DD,Hackney,Primary,51.5525,-0.079328
100269,St. Paul's With St. Michael's CofE Primary School,E8 4PB,Hackney,Primary,51.53787,-0.064701
100270,St John of Jerusalem Church of England Primary School,E9 7JF,Hackney,Primary,51.54008,-0.050129
100274,St Scholastica's Catholic Primary School,E5 8BS,Hackney,Primary,51.55854,-0.059944
100275,Simon Marks Jewish Primary School,N16 6PD,Hackney,Primary,51.5654,-0.069334
100279,Stoke Newington School and Sixth Form,N16 9EX,Hackney,Secondary,51.55789,-0.084583
100282,All Saints Catholic High School,N16 5AF,Hackney,Secondary,51.57427,-0.075207
100284,The Urswick School - A Church of England Secondary School,E9 6NR,Hackney,Secondary,51.54447,-0.052595
100321,Addison Primary School,W14 0DT,Hammersmith and Fulham,Primary,51.50029,-0.218329
100322,Avonmore Primary School,W14 9LY,Hammersmith and Fulham,Primary,51.48877,-0.204447
100324,Brackenbury Primary School,W6 0BA,Hammersmith and Fulham,Primary,51.49984,-0.232251
100326,Miles Coverdale Primary School,W12 8JJ,Hammersmith and Fulham,Primary,51.50486,-0.22903
100328,Flora Gardens Primary School,W6 7PZ,Hammersmith and Fulham,Primary,51.49867,-0.22394
100331,Kenmont Primary School,NW10 6AL,Hammersmith and Fulham,Primary,51.5317,-0.235472
100334,Melcombe Primary School,W6 9ER,Hammersmith and Fulham,Primary,51.48618,-0.221141
100335,Old Oak Primary School,W12 0AS,Hammersmith and Fulham,Primary,51.51944,-0.24654
100338,Sir John Lillie Primary School,SW6 7LN,Hammersmith and Fulham,Primary,51.48327,-0.2092
100340,Wendell Park Primary School,W12 9LB,Hammersmith and Fulham,Primary,51.50375,-0.248382
100341,Wormholt Park Primary School,W12 0SR,Hammersmith and Fulham,Primary,51.51144,-0.24016
100344,All Saints CofE Primary School,SW6 6ED,Hammersmith and Fulham,Primary,51.47286,-0.21361
100345,Holy Cross RC School,SW6 4BL,Hammersmith and Fulham,Primary,51.47595,-0.197476
100346,John Betts Primary School,W6 0UA,Hammersmith and Fulham,Primary,51.49855,-0.237502
100349,St John's Walham Green Church of England Primary School,SW6 6AS,Hammersmith and Fulham,Primary,51.48187,-0.213633
100350,St Mary's Catholic Primary School,W14 0LT,Hammersmith and Fulham,Primary,51.49894,-0.215933
100351,St Paul's CofE Primary School,W6 9BP,Hammersmith and Fulham,Primary,51.49063,-0.227176
100352,St Peter's Primary School,W6 9BA,Hammersmith and Fulham,Primary,51.49205,-0.240936
100353,St Stephen's CofE Primary School,W12 8LH,Hammersmith and Fulham,Primary,51.50557,-0.227576
100354,Good Shepherd RC Primary School,W12 9BY,Hammersmith and Fulham,Primary,51.50283,-0.245622
100357,St Thomas of Canterbury Catholic Primary School,SW6 7HB,Hammersmith and Fulham,Primary,51.48176,-0.206652
100397,Ambler Primary School and Children's Centre,N4 2DR,Islington,Primary,51.56213,-0.100694
100402,Drayton Park Primary School,N5 1PJ,Islington,Primary,51.55155,-0.105721
100403,Duncombe Primary School,N19 4JA,Islington,Primary,51.56699,-0.123679
100405,Gillespie Primary School,N5 1LH,Islington,Primary,51.55972,-0.100996
100406,Grafton Primary School,N7 6AR,Islington,Primary,51.55939,-0.119389
100407,Hanover Primary School,N1 8BD,Islington,Primary,51.53298,-0.099038
100408,Hargrave Park Primary School,N19 5BS,Islington,Primary,51.56429,-0.140051
100411,Laycock Primary School,N1 1SW,Islington,Primary,51.54451,-0.104701
100415,Moreland Primary School,EC1V 8BB,Islington,Primary,51.5286,-0.09997
100418,Pakeman Primary School,N7 6DU,Islington,Primary,51.5595,-0.114537
100422,Robert Blair School and Children's Centre,N7 9QJ,Islington,Primary,51.54512,-0.119848
100425,Thornhill Primary School,N1 1HX,Islington,Primary,51.54034,-0.10946
100426,Vittoria Primary School,N1 0WF,Islington,Primary,51.53572,-0.118519
100428,Winton Primary School,N1 9AZ,Islington,Primary,51.53338,-0.118371
100429,Yerbury Primary School,N19 4RR,Islington,Primary,51.56006,-0.131596
100430,Tufnell Park Primary School,N7 0HJ,Islington,Primary,51.55434,-0.129724
100432,Ashmount Primary School,N8 9EG,Islington,Primary,51.5745,-0.121739
100434,Prior Weston Primary School and Children's Centre,EC1Y 8JA,Islington,Primary,51.52193,-0.093343
100437,Sacred Heart Catholic Primary School,N7 8JN,Islington,Primary,51.55022,-0.113623
100438,St John Evangelist Catholic Primary School,N1 8BL,Islington,Primary,51.53395,-0.104044
100439,St John's Upper Holloway CofE Primary School,N19 5RR,Islington,Primary,51.56265,-0.131605
100440,St John's Highbury Vale CofE Primary School,N5 1DL,Islington,Primary,51.55828,-0.100161
100441,St Joseph's Catholic Primary School,N19 5NE,Islington,Primary,51.56745,-0.138767
100443,St Luke's CofE Primary School,EC1V 3SJ,Islington,Primary,51.52654,-0.091939
100444,St Mark's CofE Primary School,N19 4JF,Islington,Primary,51.56436,-0.120916
100446,St Mary's CofE Primary School,N1 2EP,Islington,Primary,51.53935,-0.099854
100447,St Peter and St Paul Catholic Primary School,EC1V 0EU,Islington,Primary,51.52497,-0.100914
100448,St Andrew's (Barnsbury) CofE Primary School,N1 0LB,Islington,Primary,51.53819,-0.114596
100449,St Joan of Arc RC Primary School,N5 2UX,Islington,Primary,51.55661,-0.096076
100450,Christ The King Catholic Primary School,N4 3QW,Islington,Primary,51.56688,-0.113929
100455,Highbury Fields School,N5 1AR,Islington,Secondary,51.55281,-0.1015
100457,Elizabeth Garrett Anderson School,N1 9QG,Islington,Secondary,51.53296,-0.113587
100458,Central Foundation Boys' School,EC2A 4SH,Islington,Secondary,51.52521,-0.085753
100477,Ashburnham Community School,SW10 0DT,Kensington and Chelsea,Primary,51.48182,-0.177802
100478,Barlby Primary School,W10 6DW,Kensington and Chelsea,Primary,51.52363,-0.214002
100479,Bevington Primary School,W10 5TW,Kensington and Chelsea,Primary,51.52132,-0.208139
100480,Bousfield Primary School,SW5 0DJ,Kensington and Chelsea,Primary,51.49007,-0.186173
100481,Colville Primary School,W11 2DF,Kensington and Chelsea,Primary,51.51464,-0.203645
100482,Fox Primary School,W8 7PP,Kensington and Chelsea,Primary,51.50749,-0.196678
100483,Marlborough Primary School,SW3 3AP,Kensington and Chelsea,Primary,51.49268,-0.165887
100485,Oxford Gardens Primary School,W10 6NF,Kensington and Chelsea,Primary,51.51739,-0.216667
100486,Park Walk Primary School,SW10 0AY,Kensington and Chelsea,Primary,51.48415,-0.177954
100487,Avondale Park Primary School,W11 4EE,Kensington and Chelsea,Primary,51.51089,-0.214428
100488,Thomas Jones Primary School,W11 1RQ,Kensington and Chelsea,Primary,51.51491,-0.210365
100489,Christ Church CofE Primary School,SW3 4AA,Kensington and Chelsea,Primary,51.4855,-0.164332
100490,Holy Trinity CofE Primary School,SW1X 9DE,Kensington and Chelsea,Primary,51.4933,-0.156671
100491,Oratory Roman Catholic Primary School,SW3 6QH,Kensington and Chelsea,Primary,51.49062,-0.170292
100492,St Thomas' CofE Primary School,W10 5EF,Kensington and Chelsea,Primary,51.52378,-0.208489
100493,St Barnabas and St Philip's CofE Primary School,W8 6EJ,Kensington and Chelsea,Primary,51.4979,-0.198152
100494,Saint Francis of Assisi Catholic Primary School,W11 4BJ,Kensington and Chelsea,Primary,51.51221,-0.216913
100495,St Clement and St James CofE Primary School,W11 4PG,Kensington and Chelsea,Primary,51.50907,-0.211041
100497,St Mary Abbots CofE Primary School,W8 4SP,Kensington and Chelsea,Primary,51.50191,-0.191855
100499,Saint Mary's Catholic Primary School,W10 5AW,Kensington and Chelsea,Primary,51.52508,-0.210774
100500,Servite RC Primary School,SW10 9NA,Kensington and Chelsea,Primary,51.48503,-0.183046
100503,All Saints Catholic College,W10 6EL,Kensington and Chelsea,Secondary,51.52063,-0.214119
100505,St Charles Catholic Primary School,W10 6EB,Kensington and Chelsea,Primary,51.52172,-0.213918
100556,Ashmole Primary School,SW8 1NT,Lambeth,Primary,51.48201,-0.114913
100560,Clapham Manor Primary School,SW4 0BZ,Lambeth,Primary,51.46463,-0.137915
100564,Granton Primary School,SW16 5AN,Lambeth,Primary,51.4142,-0.141705
100566,Heathbrook Primary School,SW8 3EH,Lambeth,Primary,51.47012,-0.143149
100567,Henry Cavendish Primary School,SW12 0JA,Lambeth,Primary,51.44474,-0.142782
100572,Jessop Primary School,SE24 0BJ,Lambeth,Primary,51.46003,-0.101337
100574,Kingswood Primary School,SE27 9RD,Lambeth,Primary,51.42689,-0.090052
100576,Larkhall Primary Campus,SW4 6PH,Lambeth,Primary,51.47067,-0.129563
100577,Paxton Primary School,SE19 1PA,Lambeth,Primary,51.42226,-0.080838
100578,Richard Atkins Primary School,SW2 4JP,Lambeth,Primary,51.44809,-0.126931
100582,Stockwell Primary School,SW9 9TG,Lambeth,Primary,51.46643,-0.117326
100584,Sudbourne Primary School,SW2 5EF,Lambeth,Primary,51.45596,-0.127285
100585,Sunnyhill Primary School,SW16 2UW,Lambeth,Primary,51.42932,-0.12229
100586,Telferscot Primary School,SW12 0HW,Lambeth,Primary,51.44273,-0.137741
100588,Vauxhall Primary School,SE11 5LG,Lambeth,Primary,51.48956,-0.11731
100589,Walnut Tree Walk Primary School,SE11 6DS,Lambeth,Primary,51.49409,-0.112859
100591,"Wyvil Primary School and Resource Bases for Speech, Language and Communication Needs, and Autism",SW8 2TJ,Lambeth,Primary,51.48129,-0.125456
100593,Crown Lane Primary School,SW16 3HX,Lambeth,Primary,51.42343,-0.108996
100595,Fenstanton Primary School,SW2 3PW,Lambeth,Primary,51.44225,-0.113629
100597,Elm Wood School,SE27 9RR,Lambeth,Primary,51.43169,-0.092441
100598,Allen Edwards Primary School,SW4 6RP,Lambeth,Primary,51.47288,-0.127212
100601,Glenbrook Primary School,SW4 8LD,Lambeth,Primary,51.453,-0.132127
100602,Julian's School,SE27 0JF,Lambeth,Primary,51.43085,-0.105568
100604,Herbert Morrison Primary School,SW8 2HP,Lambeth,Primary,51.47866,-0.125867
100609,Archbishop Sumner Church of England Primary School,SE11 4PH,Lambeth,Primary,51.49159,-0.109937
100610,Christ Church Primary SW9,SW9 6HN,Lambeth,Primary,51.47623,-0.108124
100612,Macaulay Church of England Primary School,SW4 0NU,Lambeth,Primary,51.46326,-0.147646
100613,St Andrew's Church of England Primary School,SW9 9DE,Lambeth,Primary,51.46835,-0.122329
100614,St John the Divine Church of England Primary School,SE5 0SX,Lambeth,Primary,51.47871,-0.103225
100615,St John's Angell Town Church of England Primary School,SW9 7HH,Lambeth,Primary,51.46806,-0.108519
100616,St Jude's Church of England Primary School,SE24 0EL,Lambeth,Primary,51.45477,-0.105542
100619,St Mark's Church of England Primary School,SE11 5SL,Lambeth,Primary,51.48457,-0.117285
100620,St Saviour's Church of England Primary School,SE24 0AY,Lambeth,Primary,51.46247,-0.097636
100621,St Stephen's Church of England Primary School,SW8 1EJ,Lambeth,Primary,51.47979,-0.122623
100622,Holy Trinity Church of England Primary School,SW2 2RL,Lambeth,Primary,51.44704,-0.118742
100623,St Helen's Catholic Primary School,SW9 0TQ,Lambeth,Primary,51.46713,-0.114288
100624,The Norwood School,SE19 3NY,Lambeth,Secondary,51.42273,-0.098467
100625,Lilian Baylis Technology School,SE11 5QY,Lambeth,Secondary,51.4862,-0.119321
100627,Saint Gabriel's College,SW9 6UL,Lambeth,Secondary,51.47598,-0.102388
100629,St Anne's Catholic Primary School,SE11 5JA,Lambeth,Primary,51.48513,-0.118803
100631,St Bede's Catholic Primary School,SW12 0LF,Lambeth,Primary,51.44495,-0.135176
100632,St Andrew's Catholic Primary School,SW16 2ET,Lambeth,Primary,51.42432,-0.125788
100633,Immanuel and St Andrew Church of England Primary School,SW16 5SL,Lambeth,Primary,51.41934,-0.131515
100634,Reay Primary School,SW9 0EN,Lambeth,Primary,51.4775,-0.115056
100636,St Mary's Roman Catholic Primary School,SW4 9QJ,Lambeth,Primary,51.45925,-0.138293
100637,La Retraite Roman Catholic Girls' School,SW12 0AB,Lambeth,Secondary,51.44791,-0.144755
100638,Bishop Thomas Grant Catholic Secondary School,SW16 2HY,Lambeth,Secondary,51.42497,-0.118713
100671,Adamsrill Primary School,SE26 4AQ,Lewisham,Primary,51.43075,-0.040446
100672,Athelney Primary School,SE6 3LD,Lewisham,Primary,51.43372,-0.024406
100673,Baring Primary School,SE12 0NB,Lewisham,Primary,51.44445,0.012595
100674,Beecroft Garden Primary,SE4 2BS,Lewisham,Primary,51.45684,-0.03776
100676,Cooper's Lane Primary School,SE12 0LF,Lewisham,Primary,51.43728,0.021229
100677,Dalmain Primary School,SE23 1AS,Lewisham,Primary,51.44405,-0.044222
100678,Deptford Park Primary School,SE8 5RJ,Lewisham,Primary,51.48833,-0.038092
100679,Downderry Primary School,BR1 5QL,Lewisham,Primary,51.42821,0.000401
100680,Edmund Waller Primary School,SE14 5LY,Lewisham,Primary,51.47037,-0.04841
100681,Elfrida Primary School,SE6 3EN,Lewisham,Primary,51.42863,-0.023921
100683,Forster Park Primary School,SE6 1PQ,Lewisham,Primary,51.4342,0.003641
100684,Gordonbrock Primary School,SE4 1HQ,Lewisham,Primary,51.45479,-0.028247
100685,Grinling Gibbons Primary School,SE8 5LW,Lewisham,Primary,51.48113,-0.029616
100686,Haseltine Primary School,SE26 5AD,Lewisham,Primary,51.42819,-0.036541
100687,Brindishe Green School,SE13 6EH,Lewisham,Primary,51.45101,-0.005137
100688,Holbeach Primary School,SE6 4TP,Lewisham,Primary,51.44791,-0.022758
100689,John Stainer Community Primary School,SE4 2DY,Lewisham,Primary,51.46421,-0.040712
100690,Kelvin Grove Primary School,SE26 6BB,Lewisham,Primary,51.43259,-0.062753
100691,Kender Primary School,SE14 5JA,Lewisham,Primary,51.47496,-0.050792
100692,Launcelot Primary School and Nursery,BR1 5EA,Lewisham,Primary,51.42674,0.016032
100693,Brindishe Manor School,SE13 5LS,Lewisham,Primary,51.45235,0.001471
100695,Oak Gardens Primary School,SE8 4QB,Lewisham,Primary,51.47179,-0.028464
100696,Marvels Lane Primary School,SE12 9RA,Lewisham,Primary,51.42918,0.032755
100699,Rangefield Primary School,BR1 4RP,Lewisham,Primary,51.42397,0.004186
100700,Rathfern Primary School,SE6 4NL,Lewisham,Primary,51.43992,-0.032484
100701,Rushey Green Primary School,SE6 2LA,Lewisham,Primary,51.44224,-0.016167
100703,Sandhurst Primary School,SE6 1NW,Lewisham,Primary,51.44311,-0.000372
100704,Stillness Junior School,SE23 1NH,Lewisham,Primary,51.44949,-0.038895
100705,Stillness Infant School,SE23 1NH,Lewisham,Primary,51.44949,-0.038895
100708,Torridon Primary School,SE6 1TG,Lewisham,Primary,51.43644,-0.003167
100709,John Ball Primary School,SE3 0TP,Lewisham,Primary,51.46619,0.006424
100710,Fairlawn Primary School,SE23 3SB,Lewisham,Primary,51.44646,-0.054682
100711,Eliot Bank Primary School,SE26 4BU,Lewisham,Primary,51.43648,-0.06102
100712,Twin Oaks Primary School,SE8 5AE,Lewisham,Primary,51.48688,-0.04213
100713,Myatt Garden Primary School,SE4 1DF,Lewisham,Primary,51.47099,-0.030918
100714,Horniman Primary School,SE23 3BP,Lewisham,Primary,51.44415,-0.058796
100715,Perrymount Primary School,SE23 2PX,Lewisham,Primary,51.43606,-0.04675
100716,Ashmead Primary School,SE8 4DX,Lewisham,Primary,51.46965,-0.025864
100717,Brindishe Lee School,SE12 8NA,Lewisham,Primary,51.45194,0.008592
100718,Kilmorie Primary School,SE23 2SP,Lewisham,Primary,51.43772,-0.040176
100719,All Saints' Church of England Primary School Blackheath,SE3 0TX,Lewisham,Primary,51.46934,0.00423
100722,Good Shepherd RC School,BR1 5EP,Lewisham,Primary,51.42685,0.009836
100723,Holy Trinity Church of England Primary School,SE23 3HZ,Lewisham,Primary,51.43531,-0.05671
100724,St Margaret's Lee CofE Primary School,SE13 5SG,Lewisham,Primary,51.4596,0.005099
100725,St Augustine's Catholic Primary School and Nursery,SE6 3RD,Lewisham,Primary,51.42436,-0.016697
100726,St Bartholomews's Church of England Primary School,SE26 4LJ,Lewisham,Primary,51.43099,-0.055124
100728,St John Baptist Southend Church of England Primary School,BR1 5RL,Lewisham,Primary,51.42846,-0.009844
100729,St Joseph's Catholic Primary School,SE8 3PH,Lewisham,Primary,51.47875,-0.024232
